session_id,customer_id,started_at,ended_at,source,device,session_duration_min,session_date_dt,date_key,full_date,year,quarter,month,month_name,day,day_of_week,day_name,full_date_dt
11000018633,352.0,2024-04-02 06:51:51,2024-04-02 07:02:51,direct,mobile,11.0,2024-04-02,20240402,2024-04-02,2024,2,4,April,2,1,Tuesday,2024-04-02
11000018634,1081.0,2024-07-29 02:24:05,2024-07-29 02:32:05,direct,mobile,8.0,2024-07-29,20240729,2024-07-29,2024,3,7,July,29,0,Monday,2024-07-29
11000018635,568.0,2024-12-12 14:23:10,2024-12-12 14:25:10,ads,mobile,2.0,2024-12-12,20241212,2024-12-12,2024,4,12,December,12,3,Thursday,2024-12-12
11000018638,1282.0,2024-05-30 15:20:09,2024-05-30 15:55:09,social,desktop,35.0,2024-05-30,20240530,2024-05-30,2024,2,5,May,30,3,Thursday,2024-05-30
11000018640,730.0,2025-01-26 19:07:55,2025-01-26 19:51:55,email,mobile,44.0,2025-01-26,20250126,2025-01-26,2025,1,1,January,26,6,Sunday,2025-01-26
11000018641,731.0,2025-04-11 20:45:39,2025-04-11 21:37:39,social,mobile,52.0,2025-04-11,20250411,2025-04-11,2025,2,4,April,11,4,Friday,2025-04-11
11000018642,876.0,2025-06-05 15:27:42,2025-06-05 15:56:42,direct,mobile,29.0,2025-06-05,20250605,2025-06-05,2025,2,6,June,5,3,Thursday,2025-06-05
11000018643,1242.0,2024-11-25 11:51:46,2024-11-25 12:21:46,direct,mobile,30.0,2024-11-25,20241125,2024-11-25,2024,4,11,November,25,0,Monday,2024-11-25
11000018644,76.0,2024-07-01 19:45:13,2024-07-01 20:04:13,social,mobile,19.0,2024-07-01,20240701,2024-07-01,2024,3,7,July,1,0,Monday,2024-07-01
11000018647,494.0,2025-03-11 23:04:39,2025-03-11 23:07:39,direct,mobile,3.0,2025-03-11,20250311,2025-03-11,2025,1,3,March,11,1,Tuesday,2025-03-11
11000018648,1080.0,2024-03-29 02:30:53,2024-03-29 02:59:53,direct,desktop,29.0,2024-03-29,20240329,2024-03-29,2024,1,3,March,29,4,Friday,2024-03-29
11000018649,1320.0,2025-07-09 09:32:36,2025-07-09 10:31:36,ads,mobile,59.0,2025-07-09,20250709,2025-07-09,2025,3,7,July,9,2,Wednesday,2025-07-09
11000018650,656.0,2024-03-04 05:57:30,2024-03-04 06:42:30,referral,desktop,45.0,2024-03-04,20240304,2024-03-04,2024,1,3,March,4,0,Monday,2024-03-04
11000018653,30.0,2025-01-01 21:36:47,2025-01-01 22:33:47,direct,mobile,57.0,2025-01-01,20250101,2025-01-01,2025,1,1,January,1,2,Wednesday,2025-01-01
11000018655,1262.0,2024-07-29 05:32:13,2024-07-29 06:30:13,social,tablet,58.0,2024-07-29,20240729,2024-07-29,2024,3,7,July,29,0,Monday,2024-07-29
11000018656,1145.0,2024-07-16 22:33:04,2024-07-16 22:55:04,email,mobile,22.0,2024-07-16,20240716,2024-07-16,2024,3,7,July,16,1,Tuesday,2024-07-16
11000018658,1406.0,2024-02-26 10:21:04,2024-02-26 11:03:04,social,mobile,42.0,2024-02-26,20240226,2024-02-26,2024,1,2,February,26,0,Monday,2024-02-26
11000018662,1401.0,2024-05-28 02:02:09,2024-05-28 02:52:09,ads,desktop,50.0,2024-05-28,20240528,2024-05-28,2024,2,5,May,28,1,Tuesday,2024-05-28
11000018663,1017.0,2025-07-11 04:16:17,2025-07-11 04:47:17,email,desktop,31.0,2025-07-11,20250711,2025-07-11,2025,3,7,July,11,4,Friday,2025-07-11
11000018664,250.0,2025-07-15 04:50:41,2025-07-15 05:40:41,direct,mobile,50.0,2025-07-15,20250715,2025-07-15,2025,3,7,July,15,1,Tuesday,2025-07-15
11000018665,964.0,2025-04-09 10:26:42,2025-04-09 10:30:42,ads,desktop,4.0,2025-04-09,20250409,2025-04-09,2025,2,4,April,9,2,Wednesday,2025-04-09
11000018666,707.0,2024-02-07 08:16:52,,social,mobile,,2024-02-07,20240207,2024-02-07,2024,1,2,February,7,2,Wednesday,2024-02-07
11000018668,1012.0,2024-07-09 16:42:30,2024-07-09 17:39:30,ads,mobile,57.0,2024-07-09,20240709,2024-07-09,2024,3,7,July,9,1,Tuesday,2024-07-09
11000018669,328.0,2024-10-24 22:10:56,2024-10-24 22:22:56,direct,desktop,12.0,2024-10-24,20241024,2024-10-24,2024,4,10,October,24,3,Thursday,2024-10-24
11000018670,260.0,2024-09-30 04:12:08,,direct,mobile,,2024-09-30,20240930,2024-09-30,2024,3,9,September,30,0,Monday,2024-09-30
11000018671,615.0,2025-03-24 10:53:27,2025-03-24 11:52:27,email,desktop,59.0,2025-03-24,20250324,2025-03-24,2025,1,3,March,24,0,Monday,2025-03-24
11000018672,949.0,2025-07-20 03:49:49,2025-07-20 04:14:49,email,mobile,25.0,2025-07-20,20250720,2025-07-20,2025,3,7,July,20,6,Sunday,2025-07-20
11000018676,231.0,2025-01-25 16:31:45,2025-01-25 17:19:45,direct,mobile,48.0,2025-01-25,20250125,2025-01-25,2025,1,1,January,25,5,Saturday,2025-01-25
11000018677,826.0,2024-01-11 15:25:51,,direct,mobile,,2024-01-11,20240111,2024-01-11,2024,1,1,January,11,3,Thursday,2024-01-11
11000018678,202.0,2025-05-28 18:38:19,2025-05-28 18:52:19,ads,desktop,14.0,2025-05-28,20250528,2025-05-28,2025,2,5,May,28,2,Wednesday,2025-05-28
11000018679,1127.0,2024-12-27 14:15:32,2024-12-27 14:48:32,email,mobile,33.0,2024-12-27,20241227,2024-12-27,2024,4,12,December,27,4,Friday,2024-12-27
11000018680,1049.0,2025-09-28 15:09:08,,ads,mobile,,2025-09-28,20250928,2025-09-28,2025,3,9,September,28,6,Sunday,2025-09-28
11000018682,543.0,2025-02-11 08:43:41,2025-02-11 09:39:41,referral,tablet,56.0,2025-02-11,20250211,2025-02-11,2025,1,2,February,11,1,Tuesday,2025-02-11
11000018683,381.0,2024-12-19 03:38:09,2024-12-19 04:17:09,ads,mobile,39.0,2024-12-19,20241219,2024-12-19,2024,4,12,December,19,3,Thursday,2024-12-19
11000018684,1182.0,2024-03-14 00:22:58,2024-03-14 00:39:58,ads,mobile,17.0,2024-03-14,20240314,2024-03-14,2024,1,3,March,14,3,Thursday,2024-03-14
11000018685,966.0,2024-06-09 23:11:06,2024-06-09 23:50:06,ads,mobile,39.0,2024-06-09,20240609,2024-06-09,2024,2,6,June,9,6,Sunday,2024-06-09
11000018686,1390.0,2024-01-20 00:26:00,2024-01-20 01:20:00,ads,mobile,54.0,2024-01-20,20240120,2024-01-20,2024,1,1,January,20,5,Saturday,2024-01-20
11000018688,1104.0,2024-09-21 17:55:02,2024-09-21 18:55:02,ads,mobile,60.0,2024-09-21,20240921,2024-09-21,2024,3,9,September,21,5,Saturday,2024-09-21
11000018689,298.0,2025-05-18 02:24:44,2025-05-18 02:51:44,direct,desktop,27.0,2025-05-18,20250518,2025-05-18,2025,2,5,May,18,6,Sunday,2025-05-18
11000018690,881.0,2025-08-15 18:42:10,2025-08-15 19:22:10,ads,mobile,40.0,2025-08-15,20250815,2025-08-15,2025,3,8,August,15,4,Friday,2025-08-15
11000018694,1420.0,2025-04-25 11:41:32,,ads,desktop,,2025-04-25,20250425,2025-04-25,2025,2,4,April,25,4,Friday,2025-04-25
11000018695,287.0,2024-05-31 18:50:16,2024-05-31 19:44:16,direct,desktop,54.0,2024-05-31,20240531,2024-05-31,2024,2,5,May,31,4,Friday,2024-05-31
11000018696,465.0,2024-09-28 12:32:08,2024-09-28 13:25:08,direct,desktop,53.0,2024-09-28,20240928,2024-09-28,2024,3,9,September,28,5,Saturday,2024-09-28
11000018697,511.0,2025-07-21 03:27:08,2025-07-21 04:19:08,referral,desktop,52.0,2025-07-21,20250721,2025-07-21,2025,3,7,July,21,0,Monday,2025-07-21
11000018702,1035.0,2024-10-27 20:18:03,2024-10-27 21:03:03,referral,desktop,45.0,2024-10-27,20241027,2024-10-27,2024,4,10,October,27,6,Sunday,2024-10-27
11000018704,363.0,2024-07-27 07:45:19,2024-07-27 07:56:19,direct,mobile,11.0,2024-07-27,20240727,2024-07-27,2024,3,7,July,27,5,Saturday,2024-07-27
11000018707,531.0,2024-12-01 01:55:05,2024-12-01 02:49:05,direct,mobile,54.0,2024-12-01,20241201,2024-12-01,2024,4,12,December,1,6,Sunday,2024-12-01
11000018708,159.0,2024-01-24 18:25:57,2024-01-24 19:07:57,ads,mobile,42.0,2024-01-24,20240124,2024-01-24,2024,1,1,January,24,2,Wednesday,2024-01-24
11000018709,596.0,2025-05-17 06:08:07,2025-05-17 06:18:07,email,mobile,10.0,2025-05-17,20250517,2025-05-17,2025,2,5,May,17,5,Saturday,2025-05-17
11000018712,1345.0,2024-10-16 23:05:42,2024-10-16 23:26:42,referral,tablet,21.0,2024-10-16,20241016,2024-10-16,2024,4,10,October,16,2,Wednesday,2024-10-16
11000018714,1118.0,2024-10-10 04:53:47,2024-10-10 05:01:47,ads,mobile,8.0,2024-10-10,20241010,2024-10-10,2024,4,10,October,10,3,Thursday,2024-10-10
11000018715,80.0,2024-12-15 02:42:11,2024-12-15 03:05:11,direct,mobile,23.0,2024-12-15,20241215,2024-12-15,2024,4,12,December,15,6,Sunday,2024-12-15
11000018716,306.0,2025-03-23 07:18:57,2025-03-23 08:11:57,referral,desktop,53.0,2025-03-23,20250323,2025-03-23,2025,1,3,March,23,6,Sunday,2025-03-23
11000018720,1054.0,2024-09-18 08:54:01,2024-09-18 09:19:01,social,desktop,25.0,2024-09-18,20240918,2024-09-18,2024,3,9,September,18,2,Wednesday,2024-09-18
11000018721,392.0,2024-06-15 10:51:58,2024-06-15 11:06:58,referral,desktop,15.0,2024-06-15,20240615,2024-06-15,2024,2,6,June,15,5,Saturday,2024-06-15
11000018722,529.0,2025-09-19 12:23:55,2025-09-19 13:11:55,ads,mobile,48.0,2025-09-19,20250919,2025-09-19,2025,3,9,September,19,4,Friday,2025-09-19
11000018723,175.0,2024-08-31 14:13:50,2024-08-31 14:29:50,direct,mobile,16.0,2024-08-31,20240831,2024-08-31,2024,3,8,August,31,5,Saturday,2024-08-31
11000018724,179.0,2024-10-21 03:17:14,2024-10-21 04:12:14,email,desktop,55.0,2024-10-21,20241021,2024-10-21,2024,4,10,October,21,0,Monday,2024-10-21
11000018725,351.0,2025-01-13 00:45:40,2025-01-13 01:33:40,referral,mobile,48.0,2025-01-13,20250113,2025-01-13,2025,1,1,January,13,0,Monday,2025-01-13
11000018726,14.0,2025-06-21 21:03:16,2025-06-21 21:28:16,social,desktop,25.0,2025-06-21,20250621,2025-06-21,2025,2,6,June,21,5,Saturday,2025-06-21
11000018727,1299.0,2024-03-30 18:39:42,2024-03-30 18:44:42,ads,desktop,5.0,2024-03-30,20240330,2024-03-30,2024,1,3,March,30,5,Saturday,2024-03-30
11000018728,111.0,2024-05-26 17:39:10,2024-05-26 18:19:10,email,mobile,40.0,2024-05-26,20240526,2024-05-26,2024,2,5,May,26,6,Sunday,2024-05-26
11000018729,1316.0,2025-07-14 21:24:05,2025-07-14 21:48:05,ads,mobile,24.0,2025-07-14,20250714,2025-07-14,2025,3,7,July,14,0,Monday,2025-07-14
11000018730,1397.0,2025-03-20 11:23:35,2025-03-20 11:35:35,referral,mobile,12.0,2025-03-20,20250320,2025-03-20,2025,1,3,March,20,3,Thursday,2025-03-20
11000018731,481.0,2024-07-10 14:03:51,2024-07-10 14:41:51,direct,mobile,38.0,2024-07-10,20240710,2024-07-10,2024,3,7,July,10,2,Wednesday,2024-07-10
11000018733,1430.0,2024-06-05 00:03:18,2024-06-05 00:25:18,ads,mobile,22.0,2024-06-05,20240605,2024-06-05,2024,2,6,June,5,2,Wednesday,2024-06-05
11000018735,186.0,2025-03-25 08:23:12,2025-03-25 08:57:12,direct,mobile,34.0,2025-03-25,20250325,2025-03-25,2025,1,3,March,25,1,Tuesday,2025-03-25
11000018737,1451.0,2024-11-28 13:23:06,2024-11-28 13:54:06,ads,desktop,31.0,2024-11-28,20241128,2024-11-28,2024,4,11,November,28,3,Thursday,2024-11-28
11000018738,1309.0,2025-08-06 01:22:50,2025-08-06 01:55:50,social,mobile,33.0,2025-08-06,20250806,2025-08-06,2025,3,8,August,6,2,Wednesday,2025-08-06
11000018739,1219.0,2024-12-17 21:45:04,2024-12-17 22:23:04,social,desktop,38.0,2024-12-17,20241217,2024-12-17,2024,4,12,December,17,1,Tuesday,2024-12-17
11000018741,428.0,2025-06-23 05:03:14,2025-06-23 05:13:14,email,desktop,10.0,2025-06-23,20250623,2025-06-23,2025,2,6,June,23,0,Monday,2025-06-23
11000018742,800.0,2024-05-26 20:37:30,2024-05-26 20:59:30,direct,mobile,22.0,2024-05-26,20240526,2024-05-26,2024,2,5,May,26,6,Sunday,2024-05-26
11000018743,605.0,2024-04-07 12:12:39,2024-04-07 13:07:39,ads,tablet,55.0,2024-04-07,20240407,2024-04-07,2024,2,4,April,7,6,Sunday,2024-04-07
11000018744,538.0,2025-06-07 18:15:27,2025-06-07 18:35:27,direct,mobile,20.0,2025-06-07,20250607,2025-06-07,2025,2,6,June,7,5,Saturday,2025-06-07
11000018745,23.0,2024-04-28 08:19:31,2024-04-28 08:29:31,ads,mobile,10.0,2024-04-28,20240428,2024-04-28,2024,2,4,April,28,6,Sunday,2024-04-28
11000018746,954.0,2025-07-09 10:02:34,2025-07-09 10:48:34,ads,desktop,46.0,2025-07-09,20250709,2025-07-09,2025,3,7,July,9,2,Wednesday,2025-07-09
11000018747,1082.0,2024-11-22 22:47:52,2024-11-22 22:54:52,direct,desktop,7.0,2024-11-22,20241122,2024-11-22,2024,4,11,November,22,4,Friday,2024-11-22
11000018748,920.0,2024-10-24 20:45:27,2024-10-24 20:46:27,direct,desktop,1.0,2024-10-24,20241024,2024-10-24,2024,4,10,October,24,3,Thursday,2024-10-24
11000018749,715.0,2024-03-16 00:04:37,2024-03-16 00:55:37,direct,desktop,51.0,2024-03-16,20240316,2024-03-16,2024,1,3,March,16,5,Saturday,2024-03-16
11000018752,916.0,2025-03-10 08:14:54,2025-03-10 09:09:54,direct,desktop,55.0,2025-03-10,20250310,2025-03-10,2025,1,3,March,10,0,Monday,2025-03-10
11000018754,940.0,2024-10-18 23:08:25,2024-10-18 23:25:25,direct,mobile,17.0,2024-10-18,20241018,2024-10-18,2024,4,10,October,18,4,Friday,2024-10-18
11000018755,770.0,2025-08-27 22:18:31,2025-08-27 23:08:31,direct,tablet,50.0,2025-08-27,20250827,2025-08-27,2025,3,8,August,27,2,Wednesday,2025-08-27
11000018759,829.0,2025-04-26 05:32:06,2025-04-26 06:18:06,direct,desktop,46.0,2025-04-26,20250426,2025-04-26,2025,2,4,April,26,5,Saturday,2025-04-26
11000018760,1368.0,2024-12-05 13:00:49,2024-12-05 13:40:49,email,mobile,40.0,2024-12-05,20241205,2024-12-05,2024,4,12,December,5,3,Thursday,2024-12-05
11000018761,466.0,2024-06-20 18:03:37,2024-06-20 18:34:37,direct,tablet,31.0,2024-06-20,20240620,2024-06-20,2024,2,6,June,20,3,Thursday,2024-06-20
11000018762,326.0,2025-09-16 08:02:34,2025-09-16 08:53:34,direct,mobile,51.0,2025-09-16,20250916,2025-09-16,2025,3,9,September,16,1,Tuesday,2025-09-16
11000018763,77.0,2025-06-25 18:22:05,2025-06-25 18:26:05,social,mobile,4.0,2025-06-25,20250625,2025-06-25,2025,2,6,June,25,2,Wednesday,2025-06-25
11000018764,492.0,2025-04-09 13:03:44,2025-04-09 13:12:44,referral,tablet,9.0,2025-04-09,20250409,2025-04-09,2025,2,4,April,9,2,Wednesday,2025-04-09
11000018765,887.0,2024-11-25 00:32:48,2024-11-25 01:27:48,social,desktop,55.0,2024-11-25,20241125,2024-11-25,2024,4,11,November,25,0,Monday,2024-11-25
11000018767,162.0,2025-02-25 11:58:11,2025-02-25 12:30:11,direct,mobile,32.0,2025-02-25,20250225,2025-02-25,2025,1,2,February,25,1,Tuesday,2025-02-25
11000018770,1077.0,2024-03-06 11:11:05,2024-03-06 11:41:05,ads,desktop,30.0,2024-03-06,20240306,2024-03-06,2024,1,3,March,6,2,Wednesday,2024-03-06
11000018771,321.0,2024-03-03 11:00:37,2024-03-03 11:49:37,direct,mobile,49.0,2024-03-03,20240303,2024-03-03,2024,1,3,March,3,6,Sunday,2024-03-03
11000018772,1327.0,2024-10-17 06:05:07,2024-10-17 06:22:07,ads,mobile,17.0,2024-10-17,20241017,2024-10-17,2024,4,10,October,17,3,Thursday,2024-10-17
11000018773,690.0,2024-06-07 23:17:10,2024-06-08 00:04:10,email,mobile,47.0,2024-06-07,20240607,2024-06-07,2024,2,6,June,7,4,Friday,2024-06-07
11000018774,156.0,2024-03-04 08:14:59,2024-03-04 08:34:59,ads,desktop,20.0,2024-03-04,20240304,2024-03-04,2024,1,3,March,4,0,Monday,2024-03-04
11000018775,1026.0,2024-08-07 08:44:39,2024-08-07 09:38:39,direct,desktop,54.0,2024-08-07,20240807,2024-08-07,2024,3,8,August,7,2,Wednesday,2024-08-07
11000018776,865.0,2025-02-06 05:45:38,2025-02-06 06:42:38,social,desktop,57.0,2025-02-06,20250206,2025-02-06,2025,1,2,February,6,3,Thursday,2025-02-06
11000018777,212.0,2025-04-01 12:37:28,2025-04-01 12:38:28,direct,mobile,1.0,2025-04-01,20250401,2025-04-01,2025,2,4,April,1,1,Tuesday,2025-04-01
11000018778,329.0,2025-05-13 18:22:45,2025-05-13 19:20:45,social,mobile,58.0,2025-05-13,20250513,2025-05-13,2025,2,5,May,13,1,Tuesday,2025-05-13
11000018779,1424.0,2025-05-25 13:26:27,2025-05-25 14:12:27,referral,mobile,46.0,2025-05-25,20250525,2025-05-25,2025,2,5,May,25,6,Sunday,2025-05-25
11000018780,970.0,2024-05-03 17:28:33,2024-05-03 17:53:33,ads,mobile,25.0,2024-05-03,20240503,2024-05-03,2024,2,5,May,3,4,Friday,2024-05-03
11000018781,1279.0,2024-01-28 01:53:07,2024-01-28 02:36:07,ads,mobile,43.0,2024-01-28,20240128,2024-01-28,2024,1,1,January,28,6,Sunday,2024-01-28
11000018783,1258.0,2024-08-10 10:19:06,2024-08-10 10:35:06,ads,mobile,16.0,2024-08-10,20240810,2024-08-10,2024,3,8,August,10,5,Saturday,2024-08-10
11000018784,1013.0,2024-01-26 22:00:10,2024-01-26 22:59:10,direct,mobile,59.0,2024-01-26,20240126,2024-01-26,2024,1,1,January,26,4,Friday,2024-01-26
11000018785,1275.0,2025-02-17 11:00:08,2025-02-17 11:48:08,social,desktop,48.0,2025-02-17,20250217,2025-02-17,2025,1,2,February,17,0,Monday,2025-02-17
11000018788,380.0,2024-10-15 02:12:09,,email,desktop,,2024-10-15,20241015,2024-10-15,2024,4,10,October,15,1,Tuesday,2024-10-15
11000018789,741.0,2025-09-10 06:45:01,2025-09-10 07:14:01,social,desktop,29.0,2025-09-10,20250910,2025-09-10,2025,3,9,September,10,2,Wednesday,2025-09-10
11000018790,444.0,2024-02-16 07:17:12,2024-02-16 07:42:12,ads,mobile,25.0,2024-02-16,20240216,2024-02-16,2024,1,2,February,16,4,Friday,2024-02-16
11000018791,978.0,2024-05-15 01:07:45,2024-05-15 02:05:45,ads,mobile,58.0,2024-05-15,20240515,2024-05-15,2024,2,5,May,15,2,Wednesday,2024-05-15
11000018792,17.0,2025-08-30 09:03:25,2025-08-30 09:06:25,email,desktop,3.0,2025-08-30,20250830,2025-08-30,2025,3,8,August,30,5,Saturday,2025-08-30
11000018797,400.0,2024-01-18 04:06:01,2024-01-18 04:57:01,ads,tablet,51.0,2024-01-18,20240118,2024-01-18,2024,1,1,January,18,3,Thursday,2024-01-18
11000018798,1437.0,2024-08-14 03:12:37,2024-08-14 03:24:37,ads,mobile,12.0,2024-08-14,20240814,2024-08-14,2024,3,8,August,14,2,Wednesday,2024-08-14
11000018799,1171.0,2025-09-11 11:56:01,2025-09-11 12:43:01,direct,mobile,47.0,2025-09-11,20250911,2025-09-11,2025,3,9,September,11,3,Thursday,2025-09-11
11000018800,532.0,2024-09-10 14:07:47,2024-09-10 14:31:47,direct,desktop,24.0,2024-09-10,20240910,2024-09-10,2024,3,9,September,10,1,Tuesday,2024-09-10
11000018802,644.0,2025-07-17 03:04:23,2025-07-17 03:27:23,direct,mobile,23.0,2025-07-17,20250717,2025-07-17,2025,3,7,July,17,3,Thursday,2025-07-17
11000018803,1003.0,2025-07-24 11:12:54,2025-07-24 11:55:54,direct,mobile,43.0,2025-07-24,20250724,2025-07-24,2025,3,7,July,24,3,Thursday,2025-07-24
11000018806,919.0,2024-09-19 09:17:59,2024-09-19 09:30:59,direct,mobile,13.0,2024-09-19,20240919,2024-09-19,2024,3,9,September,19,3,Thursday,2024-09-19
11000018808,393.0,2025-05-22 13:34:05,2025-05-22 14:33:05,referral,mobile,59.0,2025-05-22,20250522,2025-05-22,2025,2,5,May,22,3,Thursday,2025-05-22
11000018809,573.0,2024-06-24 23:09:13,2024-06-24 23:41:13,referral,mobile,32.0,2024-06-24,20240624,2024-06-24,2024,2,6,June,24,0,Monday,2024-06-24
11000018810,887.0,2024-12-31 22:20:51,2024-12-31 22:36:51,email,mobile,16.0,2024-12-31,20241231,2024-12-31,2024,4,12,December,31,1,Tuesday,2024-12-31
11000018811,990.0,2025-04-15 12:35:55,,ads,mobile,,2025-04-15,20250415,2025-04-15,2025,2,4,April,15,1,Tuesday,2025-04-15
11000018812,1067.0,2024-08-31 09:11:02,2024-08-31 09:56:02,social,desktop,45.0,2024-08-31,20240831,2024-08-31,2024,3,8,August,31,5,Saturday,2024-08-31
11000018813,1135.0,2024-08-07 07:17:04,2024-08-07 07:36:04,social,mobile,19.0,2024-08-07,20240807,2024-08-07,2024,3,8,August,7,2,Wednesday,2024-08-07
11000018814,600.0,2024-02-23 14:21:02,2024-02-23 14:28:02,referral,desktop,7.0,2024-02-23,20240223,2024-02-23,2024,1,2,February,23,4,Friday,2024-02-23
11000018815,867.0,2024-01-03 08:45:42,2024-01-03 08:56:42,social,mobile,11.0,2024-01-03,20240103,2024-01-03,2024,1,1,January,3,2,Wednesday,2024-01-03
11000018816,589.0,2024-07-16 11:29:43,2024-07-16 12:12:43,ads,mobile,43.0,2024-07-16,20240716,2024-07-16,2024,3,7,July,16,1,Tuesday,2024-07-16
11000018817,1360.0,2024-07-05 14:06:03,2024-07-05 15:02:03,social,mobile,56.0,2024-07-05,20240705,2024-07-05,2024,3,7,July,5,4,Friday,2024-07-05
11000018818,1334.0,2024-12-08 08:01:26,2024-12-08 08:23:26,referral,mobile,22.0,2024-12-08,20241208,2024-12-08,2024,4,12,December,8,6,Sunday,2024-12-08
11000018819,1107.0,2025-09-30 22:56:44,2025-09-30 23:09:44,referral,desktop,13.0,2025-09-30,20250930,2025-09-30,2025,3,9,September,30,1,Tuesday,2025-09-30
11000018821,700.0,2024-08-27 02:07:43,2024-08-27 02:17:43,email,mobile,10.0,2024-08-27,20240827,2024-08-27,2024,3,8,August,27,1,Tuesday,2024-08-27
11000018822,183.0,2025-03-02 09:53:34,2025-03-02 10:11:34,direct,mobile,18.0,2025-03-02,20250302,2025-03-02,2025,1,3,March,2,6,Sunday,2025-03-02
11000018823,1261.0,2025-06-07 21:29:47,2025-06-07 22:02:47,referral,mobile,33.0,2025-06-07,20250607,2025-06-07,2025,2,6,June,7,5,Saturday,2025-06-07
11000018825,447.0,2025-09-28 09:11:07,2025-09-28 09:41:07,direct,mobile,30.0,2025-09-28,20250928,2025-09-28,2025,3,9,September,28,6,Sunday,2025-09-28
11000018826,1159.0,2024-10-16 10:16:25,2024-10-16 11:01:25,direct,mobile,45.0,2024-10-16,20241016,2024-10-16,2024,4,10,October,16,2,Wednesday,2024-10-16
11000018828,1177.0,2024-01-21 08:36:54,2024-01-21 09:29:54,direct,desktop,53.0,2024-01-21,20240121,2024-01-21,2024,1,1,January,21,6,Sunday,2024-01-21
11000018829,1122.0,2024-04-17 16:31:39,2024-04-17 16:33:39,ads,mobile,2.0,2024-04-17,20240417,2024-04-17,2024,2,4,April,17,2,Wednesday,2024-04-17
11000018830,689.0,2024-10-30 10:34:22,,ads,mobile,,2024-10-30,20241030,2024-10-30,2024,4,10,October,30,2,Wednesday,2024-10-30
11000018831,599.0,2024-12-15 09:04:10,,direct,mobile,,2024-12-15,20241215,2024-12-15,2024,4,12,December,15,6,Sunday,2024-12-15
11000018832,111.0,2024-06-26 13:57:16,2024-06-26 14:21:16,ads,desktop,24.0,2024-06-26,20240626,2024-06-26,2024,2,6,June,26,2,Wednesday,2024-06-26
11000018833,149.0,2025-05-14 14:47:48,2025-05-14 15:17:48,direct,mobile,30.0,2025-05-14,20250514,2025-05-14,2025,2,5,May,14,2,Wednesday,2025-05-14
11000018834,829.0,2025-01-05 06:26:07,2025-01-05 06:37:07,ads,desktop,11.0,2025-01-05,20250105,2025-01-05,2025,1,1,January,5,6,Sunday,2025-01-05
11000018835,314.0,2025-02-09 15:40:31,2025-02-09 16:34:31,email,desktop,54.0,2025-02-09,20250209,2025-02-09,2025,1,2,February,9,6,Sunday,2025-02-09
11000018836,495.0,2024-03-16 21:58:00,2024-03-16 22:09:00,direct,mobile,11.0,2024-03-16,20240316,2024-03-16,2024,1,3,March,16,5,Saturday,2024-03-16
11000018838,1379.0,2024-07-02 12:46:41,2024-07-02 12:56:41,direct,mobile,10.0,2024-07-02,20240702,2024-07-02,2024,3,7,July,2,1,Tuesday,2024-07-02
11000018841,1326.0,2024-08-10 19:51:44,2024-08-10 20:00:44,referral,desktop,9.0,2024-08-10,20240810,2024-08-10,2024,3,8,August,10,5,Saturday,2024-08-10
11000018842,1419.0,2024-08-12 03:42:19,2024-08-12 03:58:19,ads,mobile,16.0,2024-08-12,20240812,2024-08-12,2024,3,8,August,12,0,Monday,2024-08-12
11000018843,310.0,2025-06-05 05:16:10,2025-06-05 06:11:10,social,tablet,55.0,2025-06-05,20250605,2025-06-05,2025,2,6,June,5,3,Thursday,2025-06-05
11000018845,710.0,2024-11-22 00:55:00,2024-11-22 01:21:00,direct,desktop,26.0,2024-11-22,20241122,2024-11-22,2024,4,11,November,22,4,Friday,2024-11-22
11000018846,580.0,2025-07-08 15:45:54,2025-07-08 16:35:54,direct,desktop,50.0,2025-07-08,20250708,2025-07-08,2025,3,7,July,8,1,Tuesday,2025-07-08
11000018847,662.0,2024-01-07 01:19:57,2024-01-07 02:01:57,direct,desktop,42.0,2024-01-07,20240107,2024-01-07,2024,1,1,January,7,6,Sunday,2024-01-07
11000018848,353.0,2025-05-02 23:36:10,2025-05-03 00:25:10,ads,desktop,49.0,2025-05-02,20250502,2025-05-02,2025,2,5,May,2,4,Friday,2025-05-02
11000018849,674.0,2024-12-22 02:46:45,2024-12-22 03:36:45,direct,tablet,50.0,2024-12-22,20241222,2024-12-22,2024,4,12,December,22,6,Sunday,2024-12-22
11000018850,269.0,2024-06-28 17:11:20,2024-06-28 17:16:20,direct,mobile,5.0,2024-06-28,20240628,2024-06-28,2024,2,6,June,28,4,Friday,2024-06-28
11000018853,260.0,2025-09-28 11:45:55,2025-09-28 12:18:55,ads,mobile,33.0,2025-09-28,20250928,2025-09-28,2025,3,9,September,28,6,Sunday,2025-09-28
11000018856,209.0,2025-06-14 09:48:58,2025-06-14 09:58:58,email,desktop,10.0,2025-06-14,20250614,2025-06-14,2025,2,6,June,14,5,Saturday,2025-06-14
11000018857,20.0,2024-09-27 18:52:25,2024-09-27 19:13:25,ads,mobile,21.0,2024-09-27,20240927,2024-09-27,2024,3,9,September,27,4,Friday,2024-09-27
11000018859,1007.0,2025-03-11 02:37:45,2025-03-11 03:20:45,ads,desktop,43.0,2025-03-11,20250311,2025-03-11,2025,1,3,March,11,1,Tuesday,2025-03-11
